cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
dri-fit shorts,直筒短裤,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B09XQVCZ8B,"1,328,019","1,955",60,3.07%,"51,779",806,2,0,"3,319",0.6,9,15.40%,3.60%,$1.29 ,$0.98 - $1.62,B0CPTG74GX,5.70%,0.00%,B07DZDCK95,5.50%,0.00%,B07BPL162D,4.20%,3.60%,"B07BPMTVPX,B08JGBB9N1,B09XQVCZ8B,B07H5QPL1R,B087M3MJ1L,B01AK7XUGS,B0B1LS2RCT,B0CH8B3GWS,B08LTB9SZW,B0BZPMDBPM",Shorts
dri fit shorts men,dri fit 短裤 男士,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B09P3T8X61,"1,160,445","1,346",185,13.77%,"37,725",672,5,0,"1,774",0.8,9,15.40%,18.80%,$1.12 ,$0.81 - $1.37,B07NF3FLNV,7.70%,6.30%,B08JGBB9N1,3.90%,6.30%,B09XLL648Z,3.90%,6.30%,"B08JGBB9N1,B08LTB9SZW,B07H5QPL1R,B01AK7XUGS,B07BPLHK9T,B08JTQP6VY,B08LG561T3,B08RJBP7VY,B0B1LS2RCT,B0BZPJW6G4",Shorts
dri fit golf shorts for men,,,,SP广告词,0,1,B0BFDSVMPF,"1,226,988","1,287",32,2.52%,"31,488",528,1,1,638,2,4,28.20%,2.20%,$1.11 ,$0.82 - $1.38,B06XWG34NP,15.60%,2.20%,B096YLSDLP,8.30%,0.00%,B08TBXGXSJ,4.40%,0.00%,"B096YLSDLP,B07PPXVTXJ,B0872CZR28,B07DX4H4M4,B00P3YV426,B0BMTGD9CP,B0CFDVLKML,B08TBSD3GP,B089N9WHYL,B079VQJSF4","Golf, Shorts"
drawstring shorts for men,男士抽绳短裤,,,自然搜索词,0,1,B0151E6WPQ,"1,226,953","1,738",63,3.66%,"35,215",707,2,0,"7,480",0.2,20,10.70%,4.70%,$1.02 ,$0.91 - $1.27,B01JQTME5E,4.00%,1.60%,B06XWMWW9D,3.80%,0.00%,B07NF3V7M5,2.90%,3.10%,"B0BWNMWLJX,B07NF3V7M5,B07XJCK47H,B0C26JCDM4,B09MW2F6CC,B08JHJXT8S,B01JQTEO8Y,B0CRRDY4Q3,B00M0QFMSW,B07DXCLSBN","Shorts, Drawstring"
drawstring mens shorts,,,,自然搜索词,0,2,B0151E6WPQ/B09P3T8X61,,,,,,,,,"6,074",,4,,,,-,,,,,,,,,,,"Shorts, Drawstring"
dragon ball z shorts,龙珠 z 短裤,,,自然搜索词/SP广告词,0,1,B0BFDRQLNC,"1,384,779",826,20,2.52%,"23,689",334,1,0,167,5,5,26.80%,0.00%,$0.46 ,$0.40 - $0.56,B0CL9XZ7GF,10.70%,0.00%,B0CL9YRBRK,8.90%,0.00%,B0CY4VLNTZ,7.10%,0.00%,"B0CL9XZ7GF,B08NXV2Q82,B0CQRJ77HZ,B0C573V13H,B0C65HJXKS,B09VLKNLQN,B0CWPPZNPP,B0BNBRB3K2,B0CY4VLNTZ,B0CXF2HZ9B","Shorts, Ball"
dolphin shorts with pockets,,,,SP广告词,0,1,B0CHMQ6Z7W,,,,,,,,,632,,4,,,,-,,,,,,,,,,,"Shorts, Dolphin shorts"
dockers shorts men 7 inch inseam,洛克斯短裤男士7英寸内裤,,,SP广告词,0,1,B09T3QHVVM,"2,161,885",803,21,2.70%,"22,268",324,1,0,61,13.2,5,36.40%,0.00%,,-,B07QV6QDVS,14.60%,0.00%,B0D3QP11B7,12.70%,0.00%,B08Q79X6XL,9.10%,0.00%,"B07QV6QDVS,B08Q7N1Q8B,B07F27YVN8,B0784LX25D,B0C2VZN75W,B00BBW2XZG,B0C4YP661B,B08JDWV1FL,B07F28CWQF,B073M6N2BM","Shorts, Inseam"
docker shorts,码头短裤,,,SP广告词,0,1,B0BFDRQLNC,"1,669,098","1,586",54,3.44%,"38,461",748,2,0,304,5.2,4,30.80%,0.00%,$0.50 ,$0.37 - $0.63,B0BGFVMW7R,12.10%,0.00%,B009CTU9T2,9.90%,0.00%,B0D91Q766B,8.80%,0.00%,"B009CTU9T2,B07QV6QD83,B08Q7N1Q8B,B08Q6Z7YDN,B08BT7LR4D,B09YDNXRNK,B01JQTBO5U,B07HNVZFWH,B09YDQ91PV,B0C2VZN75W",Shorts
discounts,折扣,,,SP广告词,0,1,B0CHMN8TDS,"2,234,358",684,20,3.08%,"19,483",313,1,0,"6,233",0.1,1,16.00%,20.00%,$3.90 ,$2.30 - $4.48,B082YQ4QWW,8.00%,20.00%,B0043P0IAK,4.00%,0.00%,B0CBNC2MP9,4.00%,0.00%,"B0043P0IAK,B082YQ4QWW,B000S5VEA2,B00MNSEQW0,B000RVLU2Y,B013JKW8Z2,B002TSA90M,B003CP12QG,B0BQMRJF4Z,B09V2PXXF9",Disco
degree mens,学位男士,,,SP广告词,0,1,B0BFDRQLNC,"1,712,186",699,24,3.46%,"19,868",322,1,0,373,1.9,18,47.10%,47.40%,$1.50 ,$0.82 - $1.96,B00TPRG5D0,17.70%,10.50%,B075JRT85B,15.70%,26.30%,B0061JPJ3M,13.70%,10.50%,"B00TPRG5D0,B002VUAM46,B075JRT85B,B08YRRL1LX,B006VTINTY,B071WK8QFZ,B0B3JRR3CN,B09NP3L2X5,B09RG53617,B001ET769Y",
dallas shorts,,,,SP广告词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
czym shorts,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
customize beach shorts,,,,品牌广告词,0,1,B0BLKN87V4,,,,,,,,,0,,17,,,,-,,,,,,,,,,,"Shorts, Beach"
custom gym shorts men,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, CUSTOM, gym"
ctu,,,,SP广告词,0,1,B0C4GQTCJK,,,,,,,,,0,,4,,,,-,,,,,,,,,,,
csg shorts for men,csg 男士短裤,Y,,自然搜索词/AC推荐词,0,1,B08JGBB9N1,"1,202,663","1,270",46,3.68%,"37,003",623,2,0,164,7.7,22,20.50%,3.30%,$1.07 ,$0.89 - $1.21,B08X6WZT5N,12.40%,0.00%,B0D2S5ZFLV,5.40%,3.30%,B0BQR24NV5,2.70%,0.00%,"B0D2S5ZFLV,B00CYY53XE,B07PDK27QF,B08JGBB9N1,B08GLDWT9D,B07NDP7ZTX,B0B4V3JGJW,B07RRBQ8TN,B08R8HR3YD,B082TJ2RNH",Shorts
crz yoga 2 in 1 high waisted running shorts,crz yoga 2 in 1 高腰跑步短裤,,,视频广告词,0,1,B0BFDTMBGP,"1,625,999","1,210",35,2.93%,"29,031",533,1,1,218,5.6,8,56.50%,5.60%,,-,B0C3QN4BXR,31.40%,3.70%,B0C3QMBTCG,14.90%,1.90%,B0CCXX5XX6,10.20%,0.00%,"B0C3QN4BXR,B0BNHK88HZ,B0CPYB6YMF,B0CMWZYK5B,B0C6T9M96Y,B09XZRCZ77,B08CV6TC67,B0CSFLNBNP,B0CP1YHR5M,B0BR3H7L2Y","Shorts, Yoga, Running, High Waist"
crocs mens 14,crocs 男装 14,,,SP广告词,0,1,B0CHMN8TDS,"1,299,916","1,310",47,3.61%,"32,318",635,2,0,267,4.9,24,24.80%,14.60%,$0.34 ,$0.27 - $0.43,B005PQQ1FC,13.00%,14.60%,B0C8BJL1D3,9.00%,0.00%,B0BQC2Y6D9,2.90%,0.00%,"B005PQQ1FC,B088BD2HF1,B0010T3UUM,B01A6LTOWC,B07TSKKBPJ,B002LITTDS,B0CWRYHNQD,B0C7JQ5H1R,B0BZCSZ38P,B00E3WZARY",
cove shorts men,海湾短裤男士,,,SP广告词,0,1,B09WMZR2XM,"1,180,351","1,903",50,2.63%,"41,310",732,2,0,100,19,25,68.20%,6.30%,$5.46 ,$4.09 - $6.82,B0BTC42LSZ,39.30%,0.00%,B0BTC3HMYK,19.10%,6.30%,B0C3NK23V5,9.80%,0.00%,"B0BTC3HMYK,B09VBRK6DZ,B0C1JKXQJW,B09PYSW3SM,B0BS3S1MHC,B0B6VNB9SP,B09PYTB8SD,B0BYYNBHFG,B0861WT87B,B09VBL9XGY",Shorts
cotton workout shorts men,棉质运动短裤男士,,,SP广告词,0,2,B09T3QHVVM/B0BFDVPFKX,"1,046,013","1,472",44,3.04%,"31,806",585,1,0,"3,496",0.4,13,13.50%,2.70%,$1.66 ,$1.22 - $2.21,B0151E6WX8,5.50%,1.30%,B0BVMXG7PM,4.50%,0.00%,B09TKHXCWZ,3.60%,1.30%,"B0151E6WX8,B0BVMXG7PM,B00AKSCXES,B09T3S3BCX,B007PXVAKE,B07FJNNLMF,B0D2S5ZFLV,B08SQXB1FG,B00M0QFGRY,B092ZVW9HQ","Cotton, Workout, Shorts"
cotton sweat shorts men,男士纯棉运动短裤,Y,,AC推荐词,0,1,B0151E6WPQ,"1,249,383",596,17,2.95%,"13,604",275,1,0,"1,331",0.5,4,18.20%,0.00%,$1.25 ,$0.94 - $1.58,B0151E6WPQ,9.10%,0.00%,B000MND7GO,4.60%,0.00%,B00M0QFGRY,4.60%,0.00%,"B0151E6WPQ,B00M0QFGRY,B000MND7GO,B0CWJB6XZJ,B0BB883KN5,B00AKSCZ6Y,B09SYB9BY9,B08SQXB1FG,B09T3PJWSR,B09M744F5R","Cotton, Shorts"
cotton sweat shorts,棉质运动短裤,Y,,AC推荐词,0,3,B0151E6WPQ/B0BFDTMBGP/B0CHMN8TDS,"1,855,859",804,24,3.07%,"23,696",356,1,15,"8,225",0.1,9,14.50%,0.00%,$0.77 ,$0.69 - $1.05,B09QSYMWNC,5.50%,0.00%,B0BN3PZT2X,5.50%,0.00%,B0151E6TM2,3.60%,0.00%,"B0151E6WPQ,B09QT1Q5LR,B0CR2RG24X,B00M0QFGRY,B0BN3PZT2X,B0D5949GMZ,B000MND7GO,B0BYNQCNF6,B08JGC5C3T,B0BZVTK869","Cotton, Shorts"
cotton shorts pack,,,,自然搜索词,0,1,B0151E6WPQ,,,,,,,,,"32,477",,4,,,,-,,,,,,,,,,,"Cotton, Shorts, Pack"
cotton shorts mens,,,,SP广告词,0,2,B00AKSCXEI/B0151E6WPQ,,,,,,,,,"5,895",,23,,,,-,,,,,,,,,,,"Cotton, Shorts"
cotton shorts men 7 inch,棉质短裤男士7寸,,,自然搜索词,0,1,B09T3QHVVM,"1,756,781",558,16,3.02%,"16,445",251,1,0,"1,532",0.4,4,21.40%,0.00%,$1.00 ,$0.75 - $1.25,B08JDWY3KJ,11.90%,0.00%,B08PKW6MDJ,4.80%,0.00%,B09SV3ZC4Y,4.80%,0.00%,"B08PKW6MDJ,B0BVMXG7PM,B0151E6WX8,B0CMCJYFC1,B0D5MF6NH9,B07F27YVN8,B0CNJQYLTS,B09M3RPRWS,B0C4YPY5K5,B09SV3ZC4Y","Cotton, Shorts"
cotton shorts for men with pockets,,Y,,AC推荐词,0,2,B0151E6WPQ/B09T3QHVVM,,,,,,,,,"13,328",,8,,,,-,,,,,,,,,,,"Cotton, Shorts"
cotton short,,Y,,AC推荐词,0,1,B0151E6WPQ,,,,,,,,,"30,447",,4,,,,-,,,,,,,,,,,"Cotton, Short"
cotton running shorts men,棉质跑步短裤男士,,,SP广告词,0,1,B0BFDSVMPF,"1,586,097",442,13,2.95%,"12,652",188,1,0,"2,302",0.2,9,16.20%,0.00%,$1.50 ,$1.19 - $1.80,B0151E6XTG,5.40%,0.00%,B08SQXB1FG,5.40%,0.00%,B09T3QR3Y1,5.40%,0.00%,"B0151E6XTG,B07FJNNLMF,B0BVMXG7PM,B09WDTS9VC,B09T3S3BCX,B072PQMMFM,B00M0QFGRY,B0BWJXPK34,B086J4WBVW,B0D1K729M3","Cotton, Shorts, Running"
cotton men shorts,棉质男士短裤,Y,,AC推荐词,0,2,B0151E6WPQ/B09T3QHVVM,"2,090,686",754,28,3.73%,"19,042",375,1,0,"8,311",0.1,4,15.10%,12.50%,$1.27 ,$1.02 - $1.62,B0863H2XQZ,5.70%,0.00%,B09TKHXCWZ,5.70%,0.00%,B07H5QPL1R,3.80%,12.50%,"B0151E6OUY,B00M0QFMSW,B09T3QJ8ZY,B00AKSCZ6Y,B007PXVAKE,B0D2S31XSL,B0BVMXG7PM,B09DCTLVCC,B08L4XD1JB,B08RBJ9M2L","Cotton, Shorts"
cotton lounge shorts men,棉质休闲短裤男士,Y,,AC推荐词,0,2,B0151E6WPQ/B09T3QHVVM,"1,586,094","1,356",40,2.96%,"39,534",523,1,0,"1,656",0.8,22,14.10%,25.00%,$1.39 ,$1.00 - $1.87,B0151E6WPQ,6.40%,12.50%,B0151E6TM2,3.90%,12.50%,B00M0QFDU4,3.90%,0.00%,"B0151E6WPQ,B09T3QHVVM,B07RJSL1TL,B07PN75241,B0C28Y21RZ,B007PXVAIQ,B012VOXUQ8,B001UHN2D4,B00AKSCXES,B08399PLH3","Cotton, Lounge, Shorts"
cotton knit shorts for men,,Y,,AC推荐词,0,1,B0151E6WPQ,,,,,,,,,0,,23,,,,-,,,,,,,,,,,"Knit, Cotton, Shorts"
cotton basketball shorts for men,,,,自然搜索词,0,1,B0151E6WPQ,,,,,,,,,"3,483",,0,,,,-,,,,,,,,,,,"Basketball, Cotton, Shorts"
cotton basketball shorts,,Y,,AC推荐词,0,1,B0151E6WPQ,,,,,,,,,"3,489",,0,,,,-,,,,,,,,,,,"Basketball, Cotton, Shorts"
cotton athletic shorts men,棉质运动短裤男士,Y,,自然搜索词/AC推荐词,0,2,B0151E6WPQ/B0BFDTMBGP,"1,225,657","1,665",47,2.86%,"49,764",788,2,0,"5,694",0.3,9,15.60%,1.10%,$1.33 ,$1.15 - $1.79,B0151E6WPQ,5.80%,1.10%,B01DL9UJXE,4.90%,0.00%,B0728KK8VK,4.90%,0.00%,"B0151E6WPQ,B00AKSCZ6Y,B000MND796,B0BVMXG7PM,B00M0QFMSW,B09T3QPWDJ,B000KK2NAA,B0009GA6YA,B09BJMGD5M,B08L4XD1JB","Athletic, Cotton, Shorts"
cotton athletic shorts,棉质运动短裤,Y,,AC推荐词,0,1,B0151E6WPQ,"2,158,763",514,14,2.88%,"13,859",242,1,0,"9,500",0.1,9,15.00%,0.00%,$1.44 ,$1.05 - $1.79,B000MND796,5.00%,0.00%,B00AKSCZ6Y,5.00%,0.00%,B0151E6OUY,5.00%,0.00%,"B0151E6WPQ,B000MND796,B0BVMW2HZX,B00AKSCZ6Y,B09T3QPWDJ,B0009GD62O,B09N8PKWXR,B00M0QFMSW,B0BTTP7ZMM,B0D1JQXVSZ","Athletic, Cotton, Shorts"
corto,,,,自然搜索词,0,1,B09WMZX9C2,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
cooling shorts for men,男士降温短裤,,,SP广告词,0,1,B0BFF67H1W,"1,249,268","2,115",64,3.05%,"53,846",927,2,0,"17,794",0.1,22,13.20%,2.50%,$1.22 ,$0.92 - $1.52,B0728KK8VK,6.30%,1.30%,B07H5P8M39,3.50%,0.00%,B07H5PTQML,3.30%,1.30%,"B07HFFQ41J,B08LT9MJM2,B07H5P8M39,B09P3V21PZ,B075MYDWW1,B08JG3T2SY,B07NVYSDSJ,B0BQ1Y468B,B0CRRGWXMS,B0728KK8VK","Shorts, Cooling"
coofandy men's sportswear,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Coofandy
coofandy gym shorts men,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, gym, Coofandy"
coofandy gym shorts,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, gym, Coofandy"
comfy shorts men,舒适的短裤男士,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B09T3QHVVM,"2,307,333",700,19,2.74%,"20,004",285,1,0,"3,875",0.2,8,19.60%,5.30%,$1.45 ,$1.21 - $1.80,B01BUJ0NZQ,7.80%,5.30%,B01BUJ0P2M,5.90%,0.00%,B09DCTLVCC,5.90%,0.00%,"B08JGBB9N1,B01BUJ0P2M,B00M0QFMSW,B09DCTLVCC,B0CRRGWXMS,B08VFC3W7S,B09T3QHVVM,B00AKSCZWI,B07PM93Y17,B08JTQP6VY","Shorts, Comfy"
comfy mens shorts,,,,自然搜索词,0,2,B08JGBB9N1/B09T3QHVVM,,,,,,,,,"15,015",,16,,,,-,,,,,,,,,,,"Shorts, Comfy"
comfortable and breathable men's shorts,,Y,,自然搜索词/AC推荐词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Comfortable, Breathable, Shorts"
combat iron apparel men shorts,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,115,,0,,,,-,,,,,,,,,,,Shorts
columbia shorts pfg,哥伦比亚短裤 pfg,,,SP广告词,0,1,B09WMZR2XM,"1,966,058",874,25,2.98%,"24,287",427,1,0,111,7.9,4,37.90%,0.00%,$0.88 ,$0.67 - $1.11,B0C6415M5N,15.50%,0.00%,B0CH63K2CS,12.10%,0.00%,B00DNNMFY0,10.30%,0.00%,"B00DNNZ3BW,B00L2JBSKO,B0C6415M5N,B00ZV47CXS,B01GSMNJN8,B0C6NXX8JJ,B00ZV47N7S,B0B1KQ14Y9,B0B2KTB771,B07DQ7GN8W","Columbia, Shorts"
coaches shorts men,教练 短裤 男士,,,自然搜索词,0,1,B01AK7Y102,"1,965,632",140,4,3.42%,"4,137",66,1,0,413,0.3,4,24.20%,25.00%,$1.25 ,$0.93 - $1.55,B072JBQRLG,12.10%,0.00%,B072JPX1Q1,6.10%,25.00%,B0874VF3TC,6.10%,0.00%,"B088GNXXKZ,B0874VF3TC,B09HGSMD63,B09P3SYCGN,B09Y5662YL,B071ZVQ7GF,B0B41THVQZ,B09SKRFJHL,B07PMTLK6P,B0BZCLTFNK",Shorts
coaches shorts,教练短裤,,,自然搜索词,0,2,B01AK7Y102/B08JGBB9N1,"1,511,063",671,22,3.35%,"16,523",295,1,1,410,1.6,22,26.50%,0.00%,$1.25 ,$0.98 - $1.45,B088GNXXKZ,14.30%,0.00%,B09FJ2LJ56,6.10%,0.00%,B09XQTGV2X,6.10%,0.00%,"B0B1LS2RCT,B088GNXXKZ,B09HGSMD63,B071ZVQ7GF,B07BPLHK9T,B08JGBB9N1,B07DZV6X3J,B0723CZCR8,B072J36KT1,B09Y5662YL",Shorts
clothing mens,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,"176,785",,5,,,,-,,,,,,,,,,,Clothing
clothes for outside work,,,,SP广告词,0,1,B0C4GQTCJK,,,,,,,,,0,,22,,,,-,,,,,,,,,,, work
climbing shorts,,,,自然搜索词,0,1,B0BFDSVMPF,,,,,,,,,"8,147",,9,,,,-,,,,,,,,,,,Shorts
clearance mens shorts,,,,自然搜索词,0,4,B00AKSCXEI/B0151E6WPQ/B09T3QHVVM/B0C1365SJV,"2,306,351",,,,,,,,0,,0,,,,-,,,,,,,,,,,"Clearance, Shorts"
clearance mens,,,,SP广告词,0,2,B0BFDTMBGP/B0BFF67H1W,,,,,,,,,"202,051",,0,,,,-,,,,,,,,,,,Clearance
clearance for men,男士通关,,,视频广告词,0,1,B0BFDTMBGP,"2,388,393",140,3,2.63%,"4,002",61,1,0,"221,622",0,0,10.40%,0.00%,$0.87 ,$0.50 - $1.25,B004QF0TG0,3.50%,0.00%,B071ZH5Y4V,3.50%,0.00%,B077ZJXCTS,3.50%,0.00%,"B077ZKDQLV,B08F2P8CS9,B0BB8572WR,B0BWTW5DX2,B0CNL19TQG,B09VL4VLTQ,B0B9DC2M89,B07VDM8Z2Q,B00ZRPJK0Y,B00D1G8XA4",Clearance
christian basketball shorts,,,,SP广告词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Basketball, Shorts"
chors.para hombre,,,,自然搜索词,0,1,B01AK7Y102,"2,024,837",362,11,3.17%,"7,449",169,1,0,232,1.6,5,20.00%,0.00%,$0.56 ,$0.28 - $0.81,B08C2Q49MR,8.60%,0.00%,B095S5YSM3,5.70%,0.00%,B0D99PVTYV,5.70%,0.00%,"B08JGC1D2G,B000N8X3SK,B0CXH9N23X,B095X815P8,B0CJYHBY4L,B07W81P36Q,B08XM7421N,B075JNQWFZ,B0BQR24NV5,B0C69DB2M3",Hombre
chores de hombre,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,580,,0,,,,-,,,,,,,,,,,Hombre
chicago bulls shorts for men,芝加哥公牛队男士短裤,,,自然搜索词,0,1,B09WMYXNJ9,"1,325,395",898,70,7.85%,"24,789",435,2,0,462,1.9,12,22.00%,16.70%,$0.28 ,$0.25 - $0.31,B076LW337P,10.20%,16.70%,B0994K1SCW,8.50%,0.00%,B07N9NC43V,3.40%,0.00%,"B076LSJTVT,B0BX4PKWNP,B0BX4NCF27,B0BX4MNDDB,B08THSTCKV,B07N9KWGN9,B07N9NC43Y,B0C6B4Q1CX,B09W2B8GVR,B000ASGJ84",Shorts
cheap stuff for men,男人便宜的东西,,,视频广告词,0,1,B0BFDTMBGP,"1,045,348","1,365",6,0.48%,"40,289",680,1,0,"6,408",0.2,5,25.40%,30.40%,$1.04 ,$0.79 - $1.30,B00MSZK0G4,14.10%,17.40%,B0CX1PWNLG,7.80%,8.70%,B0CLTSC6FL,3.50%,4.40%,"B00MSZK0G4,B00L1GHHV2,B0CX1PWNLG,B07D5HJST1,B078LL773F,B09N1B6LL3,B0CLTSC6FL,B0B9DC2M89,B0CLH8N1LJ,B0BYNJCW7P",Cheap
cheap shorts for men,便宜的男士短裤,,,自然搜索词,0,2,B00AKSCXEI/B0C1365SJV,"1,158,420","1,495",53,3.57%,"37,943",708,2,0,"43,926",0,1,9.30%,0.00%,$0.99 ,$0.64 - $1.48,B07H5QPL1R,3.30%,0.00%,B08LTC53FR,3.00%,0.00%,B0D49GL3TM,3.00%,0.00%,"B0CSN5DGQ7,B08LTC53FR,B0BNW4VZPK,B08JG3T2SY,B08D2PB97C,B0151E6OUY,B01ES419IU,B0CRHR9D5R,B0D49GL3TM,B0BTV3L1PV","Shorts, Cheap"
cheap shorts,便宜的短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,224,751","1,253",33,2.70%,"29,922",559,1,0,"76,556",0,4,9.80%,0.00%,$0.92 ,$0.68 - $1.14,B0D11VY3V3,4.00%,0.00%,B0BJQ81RJL,3.30%,0.00%,B0BJQ73P3F,2.50%,0.00%,"B0151E6WX8,B016YKKHWU,B0BTTNCV3N,B0BJQ81RJL,B08JGBB9N1,B01ES40ZBW,B00HJTK33O,B000MND796,B0CTXZQ1XN,B0CH93CMLB","Shorts, Cheap"
cheap mens shorts,廉价男士短裤,,,自然搜索词,0,3,B00AKSCXEI/B09T3QHVVM/B0C1365SJV,"2,387,112",898,23,2.58%,"21,139",374,1,0,"43,824",0,4,18.60%,0.00%,$1.53 ,$1.15 - $1.92,B0151E6OUY,6.80%,0.00%,B0151E6WPQ,6.80%,0.00%,B0863H2XQZ,5.10%,0.00%,"B08LTC53FR,B0151E6OUY,B0BNW4VZPK,B08JG3T2SY,B0CRHR9D5R,B0BTV3L1PV,B0C5D43ZPV,B0CSN5DGQ7,B07H5Q7BNT,B005SZFAN4","Shorts, Cheap"
champs shorts men,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,271,,9,,,,-,,,,,,,,,,,Shorts
champion sports,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,0,,4,,,,-,,,,,,,,,,,"Champion, Sports"
champion shorts for men with pockets,,,,SP广告词,0,1,B01AK7Y102,,,,,,,,,438,,4,,,,-,,,,,,,,,,,"Shorts, Champion"
champion shorts for men mesh,男士网眼冠军短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,907,735",781,21,2.73%,"19,518",300,1,0,853,0.9,1,20.40%,5.60%,$0.93 ,$0.69 - $1.15,B00KUL0W1G,7.40%,0.00%,B01LY4AV86,7.40%,0.00%,B000J9YQOS,5.60%,5.60%,"B0036OS6LC,B0CV7QCX8D,B07TKLNDJQ,B0CJSM512X,B07SHY6CQ9,B00719ZR9M,B08BX5PF5C,B0CJST3RGG,B08BX63SMQ,B0CYTWBGDY","Mesh, Shorts, Champion"
champion shorts for men 7 inch,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,"2,765",,,,,,-,,,,,,,,,,,"Shorts, Champion"
champion running shorts men,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,669,,4,,,,-,,,,,,,,,,,"Shorts, Running, Champion"
champion mesh shorts for men,男士冠军网眼短裤,,,自然搜索词,0,2,B00AKSCXEI/B01AK7Y102,"1,964,395",853,28,3.35%,"22,507",398,1,0,219,3.9,20,28.10%,8.30%,$1.25 ,$0.93 - $1.55,B000J9YQOS,12.30%,8.30%,B0036OS6KI,8.80%,0.00%,B0036OS6LC,7.00%,0.00%,"B0036OS6LC,B07TKLNDJQ,B0CV7QCX8D,B00719ZR9M,B0CJST3RGG,B095JCG7WP,B0CJSM512X,B07SHY6CQ9,B08BX5PF5C,B0CYTWBGDY","Mesh, Shorts, Champion"
champion mens mesh shorts,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,151,,1,,,,-,,,,,,,,,,,"Mesh, Shorts, Champion"
champion men shorts,冠军男士短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,802,732","1,114",29,2.63%,"24,303",440,1,0,"3,389",0.3,4,23.50%,0.00%,$0.88 ,$0.67 - $1.11,B00KUL0W1G,11.80%,0.00%,B01AK7Y102,5.90%,0.00%,B0D2S9965H,5.90%,0.00%,"B01AK7Y12A,B00AKSCZ1E,B0036OS6LC,B08BX5PF5C,B0868VS5GY,B07DGMZLH1,B07BYCM5MF,B00022SZ8U,B0CQ2ZJ5F8,B07TKLNDJQ","Shorts, Champion"
champion gym shorts,冠军运动短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,201,482","1,250",34,2.74%,"32,855",500,1,2,"2,017",0.6,4,25.80%,3.50%,$1.30 ,$1.01 - $1.50,B00KUL0W1G,13.50%,1.80%,B0009GA6YA,7.30%,1.80%,B000J9YQOS,5.00%,0.00%,"B000J9YQOS,B00KUL0W1G,B0009GA6YA,B00AKSCXEI,B08BX5PF5C,B0CQ31GJC7,B00719ZR9M,B07TKLNDJQ,B014WCVGFO,B07CBCM67M","Shorts, gym, Champion"
champion for men,男子冠军,,,自然搜索词,0,1,B00AKSCXEI,"1,028,690","1,873",221,11.81%,"41,273",740,6,0,"12,852",0.2,4,9.90%,2.90%,$0.81 ,$0.63 - $0.93,B078GMT64C,3.80%,0.00%,B0CRHCLH3R,3.20%,0.00%,B078LC7GCX,3.00%,2.90%,"B078LC7GCX,B09PF6Q6YV,B01MYWGRYW,B073R29T2P,B078GLNW6P,B00FSB61A4,B071GWC9FZ,B078GMT64C,B081KMJ963,B00KUL0W1G",Champion
